customer_id,segment,country,legacy_system,vehicle_count,mrr,arr,health_score,health_tier,renewal_risk,months_to_renewal,renewal_date,renewal_probability,expected_renewal_arr,arr_at_risk,expansion_potential_arr,gps_adoption_pct,days_since_last_login,open_support_tickets,csat_score,qbr_completed_this_quarter,recommended_intervention
CUST-0049,Mid-Market,DE,New Logo,24,387.88,4654.56,94.8,Green,Low,2,2025-03-01,0.92,4282.2,372.36,0.0,93.8,2,0,4.4,1,Automated Renewal Sequence + Expansion Play
CUST-0052,SMB,DE,Vimcar,15,380.18,4562.16,74.5,Green,Low,6,2025-06-29,0.92,4197.19,364.97,0.0,79.7,4,1,4.3,0,Automated Renewal Sequence + Expansion Play
CUST-0127,SMB,AT,Avrios,18,377.08,4524.96,71.8,Green,Low,1,2025-01-30,0.92,4162.96,362.0,0.0,65.8,14,0,2.8,0,Automated Renewal Sequence + Expansion Play
CUST-0089,SMB,DE,Optimum Automotive,15,373.55,4482.6,72.2,Green,Low,4,2025-04-30,0.92,4123.99,358.61,0.0,74.4,55,0,4.6,0,Automated Renewal Sequence + Expansion Play
CUST-0088,SMB,AT,New Logo,19,372.02,4464.24,84.6,Green,Low,5,2025-05-30,0.92,4107.1,357.14,644.52,92.1,1,0,4.3,0,Automated Renewal Sequence + Expansion Play
CUST-0102,Mid-Market,DE,New Logo,21,353.88,4246.56,85.2,Green,Low,2,2025-03-01,0.92,3906.84,339.72,0.0,98.5,11,0,5.0,0,Automated Renewal Sequence + Expansion Play
CUST-0214,SMB,DE,Optimum Automotive,12,332.85,3994.2,73.0,Green,Low,2,2025-03-01,0.92,3674.66,319.54,0.0,93.0,25,0,4.1,0,Automated Renewal Sequence + Expansion Play
CUST-0180,SMB,AT,Vimcar,12,329.72,3956.64,76.1,Green,Low,2,2025-03-01,0.92,3640.11,316.53,0.0,75.9,3,1,3.8,0,Automated Renewal Sequence + Expansion Play
CUST-0105,SMB,CH,New Logo,12,325.83,3909.96,74.2,Green,Low,8,2025-08-28,0.92,3597.16,312.8,0.0,76.4,2,0,3.5,0,Automated Renewal Sequence + Expansion Play
CUST-0188,SMB,AT,New Logo,14,322.41,3868.92,85.9,Green,Low,7,2025-07-29,0.92,3559.41,309.51,0.0,82.8,1,0,4.1,0,Automated Renewal Sequence + Expansion Play
CUST-0227,SMB,DE,New Logo,16,322.33,3867.96,75.8,Green,Low,4,2025-04-30,0.92,3558.52,309.44,0.0,95.6,8,0,3.9,0,Automated Renewal Sequence + Expansion Play
CUST-0067,SMB,DE,New Logo,11,253.98,3047.76,83.8,Green,Low,5,2025-05-30,0.92,2803.94,243.82,0.0,97.3,1,0,4.2,0,Automated Renewal Sequence + Expansion Play
CUST-0023,SMB,AT,New Logo,12,249.56,2994.72,85.5,Green,Low,5,2025-05-30,0.92,2755.14,239.58,0.0,90.3,1,1,4.6,0,Automated Renewal Sequence + Expansion Play
CUST-0048,SMB,DE,New Logo,9,220.29,2643.48,80.5,Green,Low,5,2025-05-30,0.92,2432.0,211.48,0.0,78.9,5,0,3.5,0,Automated Renewal Sequence + Expansion Play
CUST-0149,SMB,AT,New Logo,11,203.0,2436.0,84.1,Green,Low,9,2025-09-27,0.92,2241.12,194.88,330.72,82.7,1,0,4.7,0,Automated Renewal Sequence + Expansion Play
CUST-0207,SMB,AT,New Logo,7,184.13,2209.56,83.1,Green,Low,4,2025-04-30,0.92,2032.8,176.76,316.92,89.4,7,0,3.7,0,Automated Renewal Sequence + Expansion Play
CUST-0198,SMB,DE,New Logo,5,128.81,1545.72,76.1,Green,Low,7,2025-07-29,0.92,1422.06,123.66,0.0,73.3,2,0,3.0,0,Automated Renewal Sequence + Expansion Play
CUST-0104,SMB,DE,Vimcar,5,123.74,1484.88,70.9,Green,Low,3,2025-03-31,0.92,1366.09,118.79,0.0,74.4,37,0,4.1,0,Automated Renewal Sequence + Expansion Play
CUST-0151,Enterprise,DE,New Logo,229,3198.84,38386.08,62.8,Amber,Medium,9,2025-09-27,0.75,28789.56,9596.52,0.0,70.1,23,1,4.0,0,CSM Check-in + Feature Adoption Nudge
CUST-0203,Mid-Market,DE,New Logo,45,950.1,11401.2,58.8,Amber,Medium,8,2025-08-28,0.75,8550.9,2850.3,0.0,70.7,17,0,2.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0092,Mid-Market,DE,New Logo,38,572.15,6865.8,59.2,Amber,Medium,7,2025-07-29,0.75,5149.35,1716.45,0.0,52.4,36,1,2.4,1,CSM Check-in + Feature Adoption Nudge
CUST-0017,SMB,DE,Vimcar,16,401.17,4814.04,69.2,Amber,Medium,6,2025-06-29,0.75,3610.53,1203.51,0.0,69.1,33,0,3.9,0,CSM Check-in + Feature Adoption Nudge
CUST-0016,SMB,AT,New Logo,15,393.35,4720.2,62.4,Amber,Medium,4,2025-04-30,0.75,3540.15,1180.05,0.0,58.0,23,0,3.1,0,CSM Check-in + Feature Adoption Nudge
CUST-0185,SMB,DE,Vimcar,16,385.7,4628.4,68.4,Amber,Medium,5,2025-05-30,0.75,3471.3,1157.1,0.0,73.1,1,4,3.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0090,SMB,DE,Optimum Automotive,14,371.47,4457.64,54.6,Amber,Medium,4,2025-04-30,0.75,3343.23,1114.41,0.0,50.6,20,0,2.2,0,CSM Check-in + Feature Adoption Nudge
CUST-0045,SMB,AT,New Logo,17,355.51,4266.12,66.0,Amber,Medium,8,2025-08-28,0.75,3199.59,1066.53,0.0,74.7,57,1,3.8,0,CSM Check-in + Feature Adoption Nudge
CUST-0176,SMB,DE,Vimcar,11,304.45,3653.4,68.1,Amber,Medium,9,2025-09-27,0.75,2740.05,913.35,0.0,59.0,12,1,3.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0059,SMB,AT,New Logo,16,302.09,3625.08,65.5,Amber,Medium,6,2025-06-29,0.75,2718.81,906.27,0.0,72.4,6,1,3.3,0,CSM Check-in + Feature Adoption Nudge
CUST-0250,SMB,DE,New Logo,13,300.95,3611.4,69.7,Amber,Medium,4,2025-04-30,0.75,2708.55,902.85,0.0,77.5,25,2,3.9,0,CSM Check-in + Feature Adoption Nudge
CUST-0046,SMB,DE,New Logo,16,299.39,3592.68,68.7,Amber,Medium,8,2025-08-28,0.75,2694.51,898.17,0.0,78.4,2,1,3.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0192,SMB,CH,New Logo,15,283.76,3405.12,69.9,Amber,Medium,8,2025-08-28,0.75,2553.84,851.28,0.0,80.0,19,0,3.0,0,CSM Check-in + Feature Adoption Nudge
CUST-0050,SMB,CH,Optimum Automotive,11,246.31,2955.72,68.1,Amber,Medium,4,2025-04-30,0.75,2216.79,738.93,0.0,67.4,22,0,3.2,0,CSM Check-in + Feature Adoption Nudge
CUST-0153,SMB,DE,New Logo,13,243.37,2920.44,44.5,Amber,Medium,9,2025-09-27,0.75,2190.33,730.11,0.0,62.1,5,1,1.3,0,CSM Check-in + Feature Adoption Nudge
CUST-0205,SMB,DE,New Logo,9,227.96,2735.52,64.6,Amber,Medium,4,2025-04-30,0.75,2051.64,683.88,0.0,60.9,23,0,3.8,0,CSM Check-in + Feature Adoption Nudge
CUST-0173,SMB,DE,New Logo,12,223.91,2686.92,69.2,Amber,Medium,5,2025-05-30,0.75,2015.19,671.73,0.0,64.7,14,1,3.1,0,CSM Check-in + Feature Adoption Nudge
CUST-0113,SMB,DE,Vimcar,8,221.46,2657.52,67.5,Amber,Medium,4,2025-04-30,0.75,1993.14,664.38,0.0,67.5,25,0,2.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0225,SMB,DE,Vimcar,10,204.96,2459.52,48.3,Amber,Medium,4,2025-04-30,0.75,1844.64,614.88,0.0,51.6,16,2,2.0,0,CSM Check-in + Feature Adoption Nudge
CUST-0157,SMB,DE,Avrios,9,201.21,2414.52,58.1,Amber,Medium,8,2025-08-28,0.75,1810.89,603.63,0.0,90.5,43,4,3.4,0,CSM Check-in + Feature Adoption Nudge
CUST-0026,SMB,DE,New Logo,9,198.4,2380.8,61.5,Amber,Medium,7,2025-07-29,0.75,1785.6,595.2,0.0,72.6,19,3,4.0,0,CSM Check-in + Feature Adoption Nudge
CUST-0208,SMB,DE,New Logo,7,182.8,2193.6,55.0,Amber,Medium,7,2025-07-29,0.75,1645.2,548.4,0.0,56.7,54,1,2.3,0,CSM Check-in + Feature Adoption Nudge
CUST-0143,SMB,DE,Vimcar,8,174.1,2089.2,60.5,Amber,Medium,5,2025-05-30,0.75,1566.9,522.3,0.0,62.7,34,2,2.2,0,CSM Check-in + Feature Adoption Nudge
CUST-0117,SMB,DE,New Logo,6,167.25,2007.0,59.6,Amber,Medium,6,2025-06-29,0.75,1505.25,501.75,0.0,82.4,70,0,2.9,0,CSM Check-in + Feature Adoption Nudge
CUST-0043,SMB,DE,Avrios,8,165.17,1982.04,52.1,Amber,Medium,6,2025-06-29,0.75,1486.53,495.51,0.0,77.5,43,3,2.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0189,SMB,DE,New Logo,6,160.38,1924.56,54.3,Amber,Medium,8,2025-08-28,0.75,1443.42,481.14,0.0,35.7,1,2,3.2,0,CSM Check-in + Feature Adoption Nudge
CUST-0178,SMB,DE,New Logo,6,148.21,1778.52,64.0,Amber,Medium,5,2025-05-30,0.75,1333.89,444.63,0.0,79.7,31,1,3.2,0,CSM Check-in + Feature Adoption Nudge
CUST-0238,SMB,AT,New Logo,7,137.34,1648.08,60.6,Amber,Medium,8,2025-08-28,0.75,1236.06,412.02,0.0,72.4,47,1,3.4,0,CSM Check-in + Feature Adoption Nudge
CUST-0008,SMB,DE,New Logo,6,136.41,1636.92,67.6,Amber,Medium,4,2025-04-30,0.75,1227.69,409.23,0.0,70.4,20,0,4.0,0,CSM Check-in + Feature Adoption Nudge
CUST-0085,SMB,CH,Avrios,7,131.53,1578.36,58.0,Amber,Medium,9,2025-09-27,0.75,1183.77,394.59,0.0,56.1,15,2,3.3,0,CSM Check-in + Feature Adoption Nudge
CUST-0014,SMB,DE,New Logo,5,129.81,1557.72,44.3,Amber,Medium,9,2025-09-27,0.75,1168.29,389.43,0.0,52.7,120,2,3.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0145,SMB,DE,New Logo,6,117.44,1409.28,44.9,Amber,Medium,8,2025-08-28,0.75,1056.96,352.32,0.0,43.7,36,0,2.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0078,SMB,CH,New Logo,6,112.49,1349.88,69.9,Amber,Medium,5,2025-05-30,0.75,1012.41,337.47,0.0,60.5,6,1,4.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0154,SMB,CH,Avrios,4,106.48,1277.76,49.7,Amber,Medium,6,2025-06-29,0.75,958.32,319.44,0.0,69.4,41,0,3.2,0,CSM Check-in + Feature Adoption Nudge
CUST-0191,SMB,AT,New Logo,4,102.52,1230.24,51.4,Amber,Medium,5,2025-05-30,0.75,922.68,307.56,0.0,58.2,67,2,2.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0159,SMB,DE,New Logo,4,92.42,1109.04,49.0,Amber,Medium,4,2025-04-30,0.75,831.78,277.26,0.0,48.7,26,2,1.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0020,SMB,DE,Vimcar,4,83.16,997.92,52.3,Amber,Medium,5,2025-05-30,0.75,748.44,249.48,0.0,66.6,40,1,2.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0042,SMB,AT,New Logo,3,72.29,867.48,56.3,Amber,Medium,5,2025-05-30,0.75,650.61,216.87,0.0,57.2,12,2,3.0,0,CSM Check-in + Feature Adoption Nudge
CUST-0166,SMB,DE,Vimcar,3,65.06,780.72,43.7,Amber,Medium,4,2025-04-30,0.75,585.54,195.18,0.0,54.0,34,3,2.6,0,CSM Check-in + Feature Adoption Nudge
CUST-0247,SMB,DE,Avrios,3,58.74,704.88,48.7,Amber,Medium,7,2025-07-29,0.75,528.66,176.22,0.0,63.2,51,1,3.1,0,CSM Check-in + Feature Adoption Nudge
CUST-0245,SMB,DE,New Logo,2,45.96,551.52,48.7,Amber,Medium,4,2025-04-30,0.75,413.64,137.88,0.0,60.3,20,3,1.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0150,SMB,DE,New Logo,2,40.09,481.08,54.5,Amber,Medium,9,2025-09-27,0.75,360.81,120.27,0.0,53.1,6,2,3.7,0,CSM Check-in + Feature Adoption Nudge
CUST-0002,SMB,AT,Vimcar,2,37.68,452.16,48.2,Amber,Medium,6,2025-06-29,0.75,339.12,113.04,0.0,61.5,13,2,2.3,0,CSM Check-in + Feature Adoption Nudge
