customer_id,segment,country,industry,vehicle_count,mrr,arr,products,product_count,legacy_system,contract_start_date,tenure_months,renewal_date,months_to_renewal,adoption_score,engagement_score,support_score,relationship_score,health_score,health_tier,gps_adoption_pct,logbook_completion_pct,days_since_last_login,mobile_dau_mau,open_support_tickets,csat_score,qbr_completed_this_quarter,nps_score,onboarding_completion_score,expansion_mrr_3m,renewal_in_90d,churn_risk_flag,at_risk_arr
CUST-0093,Mid-Market,DE,Logistik & Transport,52,1083.15,12997.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-03-26,21,2025-03-31,3,96.8,88.0,94.0,92.0,92.9,Green,96.2,83.7,13,0.533,0,4.8,1,8.0,100.0,0.0,True,False,0.0
CUST-0094,SMB,DE,Gesundheitswesen,13,262.47,3149.64,GPS Tracking|Digital Logbook,2,New Logo,2023-11-08,13,2025-11-26,11,72.6,74.5,79.0,44.0,70.2,Green,68.6,58.5,15,0.435,0,3.8,0,8.0,85.9,0.0,False,False,0.0
CUST-0095,SMB,DE,Außendienst & Vertrieb,6,145.69,1748.28,GPS Tracking|Digital Logbook,2,New Logo,2024-09-12,3,2025-09-27,9,45.2,19.8,40.2,32.0,34.6,Red,45.6,56.7,34,0.09,2,2.5,0,,15.5,0.0,False,False,0.0
CUST-0096,SMB,CH,Außendienst & Vertrieb,3,71.39,856.68,GPS Tracking,1,Vimcar,2024-03-07,9,2025-03-31,3,21.7,14.4,15.5,32.0,19.8,Red,23.1,,58,0.0,8,2.4,0,,25.6,0.0,True,True,856.68
CUST-0097,Enterprise,CH,Außendienst & Vertrieb,248,4088.25,49059.0,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Optimum Automotive,2023-10-09,14,2025-10-27,10,100.0,96.0,94.0,80.0,94.6,Green,97.4,98.4,5,0.533,0,4.8,1,,100.0,0.0,False,False,0.0
CUST-0098,SMB,DE,Facility Management,18,414.32,4971.84,GPS Tracking|Digital Logbook,2,New Logo,2023-05-23,19,2025-05-30,5,95.8,98.2,91.8,32.0,86.1,Green,88.5,86.1,2,0.4,0,4.5,0,,93.0,0.0,False,False,0.0
CUST-0099,Enterprise,DE,Handwerk & Baugewerbe,327,5822.01,69864.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-02-06,23,2025-01-30,1,100.0,100.0,84.0,80.0,93.8,Green,88.6,100.0,1,0.575,1,4.8,1,,100.0,0.0,True,False,0.0
CUST-0100,Enterprise,DE,Gesundheitswesen,320,5688.76,68265.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-12-19,12,2025-12-26,12,100.0,96.6,91.8,80.0,94.3,Green,92.2,91.0,1,0.447,0,4.5,1,,86.5,0.0,False,False,0.0
CUST-0101,SMB,CH,Baugewerbe,14,387.42,4649.04,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-13,25,2025-11-26,11,72.9,22.4,37.0,32.0,44.4,Amber,59.5,78.9,43,0.01,3,3.4,0,,54.2,0.0,False,False,0.0
CUST-0102,Mid-Market,DE,Gesundheitswesen,21,353.88,4246.56,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-02-22,10,2025-03-01,2,97.2,88.0,100.0,32.0,85.2,Green,98.5,100.0,11,0.435,0,5.0,0,,100.0,0.0,True,False,0.0
CUST-0103,Mid-Market,CH,Außendienst & Vertrieb,68,1340.03,16080.36,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-07-23,41,2025-07-29,7,93.8,100.0,93.2,80.0,93.5,Green,93.2,82.9,1,0.425,0,4.7,1,,100.0,0.0,False,False,0.0
CUST-0104,SMB,DE,Kommunaler Betrieb,5,123.74,1484.88,GPS Tracking|Digital Logbook,2,Vimcar,2022-04-11,33,2025-03-31,3,90.7,60.4,81.2,32.0,70.9,Green,74.4,65.2,37,0.352,0,4.1,0,5.0,86.6,0.0,True,False,0.0
CUST-0105,SMB,CH,Baugewerbe,12,325.83,3909.96,GPS Tracking|Digital Logbook,2,New Logo,2023-09-05,16,2025-08-28,8,80.3,80.4,76.8,44.0,74.2,Green,76.4,54.0,2,0.212,0,3.5,0,8.0,87.4,0.0,False,False,0.0
CUST-0106,Mid-Market,DE,Logistik & Transport,79,1572.7,18872.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-03-13,46,2025-03-01,2,94.4,100.0,100.0,100.0,98.0,Green,87.6,94.4,2,0.65,0,5.0,1,10.0,100.0,381.11,True,False,0.0
CUST-0107,SMB,CH,Logistik & Transport,3,82.39,988.68,GPS Tracking,1,New Logo,2023-03-19,21,2025-03-31,3,29.6,58.2,28.8,32.0,38.4,Red,22.7,,2,0.128,3,3.1,0,,27.8,0.0,True,True,988.68
CUST-0108,SMB,DE,Facility Management,5,101.74,1220.88,GPS Tracking|Digital Logbook,2,New Logo,2024-02-28,10,2025-03-01,2,67.7,38.6,49.5,36.0,50.6,Amber,65.5,48.5,15,0.092,1,2.4,0,6.0,50.3,0.0,True,True,1220.88
CUST-0109,SMB,DE,Gesundheitswesen,19,421.63,5059.56,GPS Tracking|Digital Logbook,2,New Logo,2024-01-20,11,2025-01-30,1,66.7,64.6,70.8,28.0,61.1,Amber,57.3,34.2,8,0.242,0,3.9,0,4.0,61.7,0.0,True,True,5059.56
CUST-0110,Enterprise,DE,Handwerk & Baugewerbe,131,2227.28,26727.36,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2021-04-21,45,2025-03-31,3,100.0,96.0,95.5,96.0,97.3,Green,95.4,92.8,6,0.655,0,5.0,1,9.0,100.0,0.0,True,False,0.0
CUST-0111,Enterprise,AT,Handwerk & Baugewerbe,270,3591.98,43103.76,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2022-04-06,33,2025-03-31,3,100.0,96.0,91.0,80.0,94.0,Green,93.2,100.0,5,0.768,0,4.4,1,,100.0,0.0,True,False,0.0
CUST-0112,SMB,DE,Facility Management,13,304.78,3657.36,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-28,25,2025-11-26,11,89.7,83.2,79.0,36.0,77.6,Green,67.2,77.1,13,0.453,0,3.8,0,6.0,81.0,0.0,False,False,0.0
CUST-0113,SMB,DE,Logistik & Transport,8,221.46,2657.52,GPS Tracking|Digital Logbook,2,Vimcar,2022-05-15,32,2025-04-30,4,88.2,60.8,61.8,40.0,67.5,Amber,67.5,71.4,25,0.269,0,2.7,0,7.0,77.1,0.0,False,False,0.0
CUST-0114,SMB,DE,Logistik & Transport,2,37.01,444.12,GPS Tracking,1,Optimum Automotive,2023-01-18,23,2025-01-30,1,70.2,33.4,28.0,24.0,43.8,Amber,66.0,,120,0.258,4,3.0,0,3.0,35.1,0.0,True,True,444.12
CUST-0115,Enterprise,DE,Logistik & Transport,370,4895.56,58746.72,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2020-02-07,59,2025-01-30,1,94.4,88.0,85.5,80.0,88.5,Green,97.1,92.9,9,0.495,1,5.0,1,,100.0,0.0,True,False,0.0
CUST-0116,Enterprise,DE,Facility Management,200,2794.27,33531.24,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-12-05,13,2025-11-26,11,100.0,86.3,90.2,80.0,90.9,Green,96.2,86.0,1,0.265,0,4.3,1,,92.3,0.0,False,False,0.0
CUST-0117,SMB,DE,Handwerk & Baugewerbe,6,167.25,2007.0,GPS Tracking|Digital Logbook,2,New Logo,2023-07-07,18,2025-06-29,6,89.0,30.8,72.2,32.0,59.6,Amber,82.4,61.9,70,0.124,0,2.9,0,5.0,71.8,0.0,False,False,0.0
CUST-0118,Mid-Market,AT,Logistik & Transport,63,1327.1,15925.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2024-02-06,10,2025-03-01,2,76.4,54.6,75.2,80.0,70.2,Green,81.0,61.5,19,0.237,0,3.3,1,,63.3,0.0,True,False,0.0
CUST-0119,Mid-Market,DE,Logistik & Transport,58,1001.45,12017.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-11-11,13,2025-11-26,11,100.0,91.2,89.5,88.0,93.5,Green,98.5,85.9,7,0.37,0,4.2,1,7.0,91.5,0.0,False,False,0.0
CUST-0120,SMB,CH,Außendienst & Vertrieb,15,348.91,4186.92,GPS Tracking|Digital Logbook,2,New Logo,2024-07-24,5,2025-07-29,7,53.5,30.0,21.2,16.0,34.4,Red,48.2,37.1,24,0.072,3,2.1,0,1.0,22.8,0.0,False,False,0.0
CUST-0121,Mid-Market,DE,Kommunaler Betrieb,53,1015.25,12183.0,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-04-21,32,2025-04-30,4,98.6,95.2,91.8,80.0,93.4,Green,88.7,80.2,5,0.609,0,4.5,1,,96.9,0.0,False,False,0.0
CUST-0122,SMB,AT,Handwerk & Baugewerbe,3,75.82,909.84,GPS Tracking,1,New Logo,2023-03-25,21,2025-03-31,3,54.7,46.4,29.0,32.0,43.7,Amber,58.3,,22,0.161,5,3.4,0,,57.2,0.0,True,True,909.84
CUST-0123,Mid-Market,AT,Handwerk & Baugewerbe,24,527.76,6333.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-08-02,29,2025-07-29,7,100.0,83.6,89.5,96.0,92.4,Green,92.6,94.8,4,0.286,0,4.2,1,9.0,90.3,0.0,False,False,0.0
CUST-0124,SMB,AT,Handwerk & Baugewerbe,17,427.11,5125.32,GPS Tracking|Digital Logbook,2,Vimcar,2022-06-07,31,2025-05-30,5,89.1,68.2,72.2,32.0,70.9,Green,75.0,72.9,16,0.336,0,2.9,0,,83.3,0.0,False,False,0.0
CUST-0125,SMB,DE,Kommunaler Betrieb,12,289.0,3468.0,GPS Tracking|Digital Logbook,2,Avrios,2024-07-20,5,2025-07-29,7,47.7,28.2,50.5,12.0,37.1,Red,46.4,49.4,110,0.218,0,1.2,0,0.0,28.5,0.0,False,False,0.0
CUST-0126,SMB,DE,Kommunaler Betrieb,20,469.67,5636.04,GPS Tracking|Digital Logbook,2,New Logo,2023-02-05,23,2025-01-30,1,74.4,57.5,71.5,32.0,62.4,Amber,59.0,90.7,9,0.125,0,4.0,0,,74.1,0.0,True,True,5636.04
CUST-0127,SMB,AT,Handwerk & Baugewerbe,18,377.08,4524.96,GPS Tracking|Digital Logbook,2,Avrios,2022-01-31,35,2025-01-30,1,91.1,69.4,71.5,32.0,71.8,Green,65.8,99.9,14,0.248,0,2.8,0,,78.9,0.0,True,False,0.0
CUST-0128,Enterprise,DE,Logistik & Transport,139,2379.23,28550.76,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Optimum Automotive,2021-02-07,47,2025-01-30,1,97.6,96.0,82.8,80.0,91.5,Green,76.1,92.9,7,0.468,0,4.3,1,,100.0,0.0,True,False,0.0
CUST-0129,Enterprise,DE,Außendienst & Vertrieb,301,4427.51,53130.12,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-06-23,18,2025-06-29,6,92.6,89.6,90.2,96.0,91.7,Green,86.6,81.0,5,0.372,0,4.3,1,9.0,84.0,1218.98,False,False,0.0
CUST-0130,Mid-Market,AT,Facility Management,47,945.04,11340.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-01-31,23,2025-01-30,1,88.9,78.0,86.5,32.0,76.6,Green,94.4,91.8,10,0.34,0,3.8,0,,80.8,0.0,True,False,0.0
CUST-0131,SMB,AT,Handwerk & Baugewerbe,13,357.97,4295.64,GPS Tracking|Digital Logbook,2,Vimcar,2022-04-05,33,2025-03-31,3,72.7,68.5,68.2,44.0,66.2,Amber,72.9,49.7,16,0.312,1,3.7,0,8.0,92.7,0.0,True,True,4295.64
CUST-0132,SMB,DE,Kommunaler Betrieb,4,89.28,1071.36,GPS Tracking,1,Optimum Automotive,2022-10-30,26,2025-10-27,10,78.2,34.2,35.5,32.0,49.5,Amber,56.7,,81,0.218,4,3.2,0,5.0,52.4,0.0,False,False,0.0
CUST-0133,Enterprise,DE,Außendienst & Vertrieb,111,1722.59,20671.08,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2021-08-09,41,2025-07-29,7,95.8,90.1,78.2,44.0,82.8,Green,81.8,90.5,4,0.333,0,3.7,0,8.0,100.0,174.78,False,False,0.0
CUST-0134,Enterprise,DE,Handwerk & Baugewerbe,262,4517.31,54207.72,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2020-07-19,54,2025-06-29,6,92.5,100.0,85.0,32.0,84.2,Green,89.1,73.6,1,0.445,0,3.6,0,,100.0,927.15,False,False,0.0
CUST-0135,SMB,DE,Kommunaler Betrieb,11,264.05,3168.6,GPS Tracking|Digital Logbook,2,Vimcar,2022-12-12,25,2025-11-26,11,75.7,68.2,81.2,32.0,68.0,Amber,74.4,88.8,13,0.2,0,4.1,0,5.0,90.6,0.0,False,False,0.0
CUST-0136,SMB,DE,Handwerk & Baugewerbe,8,156.38,1876.56,GPS Tracking|Digital Logbook,2,Vimcar,2022-03-20,33,2025-03-31,3,49.3,74.8,61.5,20.0,55.0,Amber,58.6,43.2,3,0.236,1,2.8,0,2.0,56.8,0.0,True,True,1876.56
CUST-0137,SMB,DE,Facility Management,13,343.9,4126.8,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-10,26,2025-10-27,10,65.9,60.2,72.2,32.0,60.4,Amber,65.1,71.7,42,0.326,0,2.9,0,5.0,94.9,0.0,False,False,0.0
CUST-0138,Mid-Market,DE,Kommunaler Betrieb,57,945.24,11342.88,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2022-06-07,31,2025-05-30,5,94.4,92.9,89.5,80.0,90.8,Green,96.0,86.3,6,0.394,0,4.2,1,,89.6,0.0,False,False,0.0
CUST-0139,Mid-Market,CH,Außendienst & Vertrieb,60,1183.49,14201.88,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-09-18,40,2025-08-28,8,96.6,81.0,82.8,96.0,89.1,Green,80.6,73.6,8,0.347,0,4.3,1,9.0,90.7,127.58,False,False,0.0
CUST-0140,SMB,AT,Facility Management,2,39.61,475.32,GPS Tracking,1,New Logo,2023-03-10,22,2025-03-01,2,91.7,65.8,37.8,32.0,64.2,Amber,82.8,,3,0.127,3,2.3,0,,58.9,0.0,True,True,475.32
CUST-0141,SMB,CH,Baugewerbe,2,39.63,475.56,GPS Tracking,1,New Logo,2024-02-12,10,2025-03-01,2,26.3,10.5,11.8,24.0,18.3,Red,28.1,,120,0.0,5,1.9,0,3.0,34.1,0.0,True,True,475.56
CUST-0142,SMB,DE,Kommunaler Betrieb,4,77.67,932.04,GPS Tracking,1,Vimcar,2024-09-30,3,2025-09-27,9,47.7,21.8,45.0,32.0,37.0,Red,50.9,,120,0.137,1,1.8,0,,31.3,0.0,False,False,0.0
CUST-0143,SMB,DE,Facility Management,8,174.1,2089.2,GPS Tracking|Digital Logbook,2,Vimcar,2022-05-17,31,2025-05-30,5,80.9,54.1,47.0,44.0,60.5,Amber,62.7,86.8,34,0.297,2,2.2,0,8.0,80.3,0.0,False,False,0.0
CUST-0144,Enterprise,DE,Handwerk & Baugewerbe,240,3919.1,47029.2,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2020-05-26,56,2025-04-30,4,91.6,100.0,73.5,92.0,90.6,Green,86.4,77.6,1,0.406,1,3.4,1,8.0,100.0,990.66,False,False,0.0
CUST-0145,SMB,DE,Facility Management,6,117.44,1409.28,GPS Tracking|Digital Logbook,2,New Logo,2024-08-22,4,2025-08-28,8,46.1,38.8,61.8,32.0,44.9,Amber,43.7,49.8,36,0.24,0,2.7,0,,39.3,0.0,False,False,0.0
CUST-0146,SMB,DE,Außendienst & Vertrieb,16,393.91,4726.92,GPS Tracking|Digital Logbook,2,Avrios,2022-03-13,34,2025-03-01,2,87.4,41.3,75.2,40.0,64.0,Amber,85.4,70.5,82,0.224,0,3.3,0,7.0,78.7,0.0,True,True,4726.92
CUST-0147,SMB,DE,Außendienst & Vertrieb,10,201.56,2418.72,GPS Tracking|Digital Logbook,2,Vimcar,2022-01-17,35,2025-01-30,1,84.5,50.0,63.0,32.0,62.0,Amber,68.5,70.8,33,0.28,1,3.0,0,5.0,70.2,0.0,True,True,2418.72
CUST-0148,Mid-Market,DE,Kommunaler Betrieb,28,475.52,5706.24,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-01-12,48,2025-12-26,12,98.6,86.7,72.0,92.0,88.7,Green,84.7,80.3,1,0.283,1,3.2,1,8.0,87.6,0.0,False,False,0.0
CUST-0149,SMB,AT,Handwerk & Baugewerbe,11,203.0,2436.0,GPS Tracking|Digital Logbook,2,New Logo,2022-09-14,27,2025-09-27,9,83.3,96.9,93.2,48.0,84.1,Green,82.7,86.0,1,0.418,0,4.7,0,9.0,87.5,27.56,False,False,0.0
CUST-0150,SMB,DE,Facility Management,2,40.09,481.08,GPS Tracking,1,New Logo,2023-09-26,15,2025-09-27,9,58.1,59.1,58.2,32.0,54.5,Amber,53.1,,6,0.087,2,3.7,0,5.0,61.8,0.0,False,False,0.0
CUST-0151,Enterprise,DE,Logistik & Transport,229,3198.84,38386.08,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-09-17,3,2025-09-27,9,84.1,44.3,70.5,40.0,62.8,Amber,70.1,59.0,23,0.12,1,4.0,0,7.0,63.2,0.0,False,False,0.0
CUST-0152,Mid-Market,DE,Gesundheitswesen,45,842.76,10113.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-07-19,17,2025-07-29,7,97.2,93.7,89.5,92.0,93.8,Green,94.5,95.1,7,0.48,0,4.2,1,8.0,90.8,0.0,False,False,0.0
CUST-0153,SMB,DE,Außendienst & Vertrieb,13,243.37,2920.44,GPS Tracking|Digital Logbook,2,New Logo,2024-09-06,3,2025-09-27,9,56.5,46.8,41.2,16.0,44.5,Amber,62.1,31.7,5,0.043,1,1.3,0,1.0,28.0,0.0,False,False,0.0
CUST-0154,SMB,CH,Baugewerbe,4,106.48,1277.76,GPS Tracking,1,Avrios,2022-07-06,30,2025-06-29,6,65.1,33.9,65.5,24.0,49.7,Amber,69.4,,41,0.135,0,3.2,0,3.0,56.5,0.0,False,False,0.0
CUST-0155,SMB,AT,Logistik & Transport,11,210.67,2528.04,GPS Tracking|Digital Logbook,2,New Logo,2024-10-20,2,2025-10-27,10,38.8,55.2,34.0,32.0,41.7,Amber,51.9,21.7,14,0.23,3,3.0,0,,28.2,0.0,False,False,0.0
CUST-0156,SMB,DE,Handwerk & Baugewerbe,16,421.12,5053.44,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-21,25,2025-11-26,11,94.0,57.0,59.2,32.0,66.6,Amber,88.2,78.8,21,0.244,1,2.5,0,,70.8,0.0,False,False,0.0
CUST-0157,SMB,DE,Außendienst & Vertrieb,9,201.21,2414.52,GPS Tracking|Digital Logbook,2,Avrios,2022-09-03,28,2025-08-28,8,82.3,47.1,46.0,40.0,58.1,Amber,90.5,53.0,43,0.252,4,3.4,0,7.0,68.3,0.0,False,False,0.0
CUST-0158,Mid-Market,DE,Logistik & Transport,76,1305.07,15660.84,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-12-07,25,2025-11-26,11,100.0,78.5,87.2,92.0,89.8,Green,95.6,87.1,11,0.296,0,3.9,1,8.0,98.5,173.13,False,False,0.0
CUST-0159,SMB,DE,Logistik & Transport,4,92.42,1109.04,GPS Tracking,1,New Logo,2024-04-12,8,2025-04-30,4,62.3,51.7,34.2,32.0,49.0,Amber,48.7,,26,0.229,2,1.7,0,5.0,54.8,0.0,False,False,0.0
CUST-0160,SMB,DE,Logistik & Transport,13,279.64,3355.68,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-02-03,11,2025-01-30,1,82.3,69.7,38.5,32.0,62.2,Amber,64.0,58.7,6,0.247,3,3.6,0,,48.5,0.0,True,True,3355.68
CUST-0161,SMB,AT,Handwerk & Baugewerbe,10,199.73,2396.76,GPS Tracking|Digital Logbook,2,New Logo,2024-01-23,11,2025-01-30,1,47.9,26.8,46.2,24.0,37.6,Red,49.9,56.7,50,0.06,2,2.1,0,3.0,54.1,0.0,True,True,2396.76
CUST-0162,Mid-Market,AT,Außendienst & Vertrieb,32,693.09,8317.08,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-04-25,44,2025-04-30,4,88.0,69.7,87.2,96.0,83.5,Green,83.3,72.7,10,0.191,0,4.9,1,9.0,100.0,0.0,False,False,0.0
CUST-0163,SMB,AT,Facility Management,20,488.6,5863.2,GPS Tracking|Digital Logbook,2,New Logo,2023-02-09,23,2025-01-30,1,78.2,83.9,65.2,32.0,70.4,Green,65.2,84.7,1,0.225,1,4.5,0,,97.0,0.0,True,False,0.0
CUST-0164,Enterprise,DE,Facility Management,158,2312.9,27754.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-02-15,35,2025-01-30,1,100.0,99.8,81.2,80.0,93.2,Green,98.4,95.0,2,0.459,0,4.1,1,,99.4,0.0,True,False,0.0
CUST-0165,Enterprise,DE,Handwerk & Baugewerbe,383,4725.08,56700.96,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Vimcar,2021-11-28,37,2025-11-26,11,100.0,63.8,84.2,92.0,84.8,Green,83.3,89.4,12,0.123,0,3.5,1,8.0,100.0,0.0,False,False,0.0
CUST-0166,SMB,DE,Handwerk & Baugewerbe,3,65.06,780.72,GPS Tracking,1,Vimcar,2023-04-24,20,2025-04-30,4,59.0,40.3,31.0,32.0,43.7,Amber,54.0,,34,0.199,3,2.6,0,,59.6,0.0,False,False,0.0
CUST-0167,SMB,DE,Kommunaler Betrieb,18,393.21,4718.52,GPS Tracking|Digital Logbook,2,New Logo,2024-09-08,3,2025-09-27,9,35.7,35.0,24.2,16.0,30.2,Red,54.8,5.0,29,0.115,4,1.7,0,1.0,27.6,0.0,False,False,0.0
CUST-0168,Mid-Market,DE,Logistik & Transport,62,1011.7,12140.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-06-11,43,2025-05-30,5,98.4,95.7,84.2,48.0,87.2,Green,88.4,79.6,5,0.397,0,4.5,0,9.0,100.0,0.0,False,False,0.0
CUST-0169,SMB,AT,Handwerk & Baugewerbe,3,67.52,810.24,GPS Tracking,1,New Logo,2022-12-29,24,2025-12-26,12,55.6,75.2,51.8,32.0,57.2,Amber,59.3,,5,0.257,1,2.7,0,,66.8,0.0,False,False,0.0
CUST-0170,SMB,DE,Außendienst & Vertrieb,18,440.3,5283.6,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-09-12,3,2025-09-27,9,30.4,34.3,23.0,32.0,30.3,Red,25.7,20.4,20,0.117,2,1.0,0,,24.1,0.0,False,False,0.0
CUST-0171,Enterprise,DE,Facility Management,305,4619.05,55428.6,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-05-03,44,2025-04-30,4,94.4,100.0,88.0,92.0,94.4,Green,91.3,89.8,1,0.425,0,4.0,1,8.0,100.0,0.0,False,False,0.0
CUST-0172,Mid-Market,DE,Handwerk & Baugewerbe,45,803.76,9645.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2022-12-10,25,2025-11-26,11,95.0,82.9,87.2,92.0,89.4,Green,90.8,67.9,4,0.264,0,3.9,1,8.0,95.1,0.0,False,False,0.0
CUST-0173,SMB,DE,Außendienst & Vertrieb,12,223.91,2686.92,GPS Tracking|Digital Logbook,2,New Logo,2024-05-22,7,2025-05-30,5,86.4,67.3,63.8,40.0,69.2,Amber,64.7,71.2,14,0.25,1,3.1,0,7.0,69.7,0.0,False,False,0.0
CUST-0174,Mid-Market,AT,Logistik & Transport,39,653.79,7845.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2021-02-26,46,2025-03-01,2,92.3,96.0,86.5,80.0,90.4,Green,78.4,81.1,4,0.601,0,4.8,1,,100.0,0.0,True,False,0.0
CUST-0175,Mid-Market,DE,Facility Management,42,653.96,7847.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-02-11,47,2025-01-30,1,94.2,81.2,79.8,44.0,79.9,Green,86.3,74.6,12,0.335,0,3.9,0,8.0,95.6,0.0,True,False,0.0
CUST-0176,SMB,DE,Gesundheitswesen,11,304.45,3653.4,GPS Tracking|Digital Logbook,2,Vimcar,2022-09-21,27,2025-09-27,9,69.9,78.4,67.5,44.0,68.1,Amber,59.0,69.7,12,0.331,1,3.6,0,8.0,85.6,0.0,False,False,0.0
CUST-0177,SMB,AT,Facility Management,4,84.38,1012.56,GPS Tracking,1,Avrios,2022-10-22,26,2025-10-27,10,43.1,44.7,32.5,32.0,39.8,Red,46.0,,56,0.295,4,2.8,0,,43.4,0.0,False,False,0.0
CUST-0178,SMB,DE,Außendienst & Vertrieb,6,148.21,1778.52,GPS Tracking|Digital Logbook,2,New Logo,2024-05-24,7,2025-05-30,5,84.4,56.0,64.5,32.0,64.0,Amber,79.7,75.2,31,0.363,1,3.2,0,,65.1,0.0,False,False,0.0
CUST-0179,SMB,AT,Logistik & Transport,18,389.13,4669.56,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-20,25,2025-11-26,11,86.6,51.8,54.0,44.0,63.2,Amber,74.7,79.1,19,0.164,1,3.0,0,8.0,77.7,0.0,False,False,0.0
CUST-0180,SMB,AT,Logistik & Transport,12,329.72,3956.64,GPS Tracking|Digital Logbook,2,Vimcar,2022-03-12,34,2025-03-01,2,91.8,84.7,69.0,32.0,76.1,Green,75.9,65.8,3,0.283,1,3.8,0,,79.9,0.0,True,False,0.0
CUST-0181,Mid-Market,DE,Kommunaler Betrieb,30,466.2,5594.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-04-08,8,2025-04-30,4,100.0,99.1,89.5,92.0,96.4,Green,87.6,85.0,3,0.435,0,4.2,1,8.0,96.5,51.56,False,False,0.0
CUST-0182,Mid-Market,DE,Facility Management,74,1492.62,17911.44,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-11-19,37,2025-11-26,11,92.8,100.0,88.0,96.0,94.5,Green,72.6,76.2,1,0.484,0,4.0,1,9.0,100.0,0.0,False,False,0.0
CUST-0183,Enterprise,DE,Gesundheitswesen,397,5076.16,60913.92,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-08-23,28,2025-08-28,8,92.5,96.0,89.5,96.0,93.5,Green,82.0,59.4,7,0.526,0,4.2,1,9.0,100.0,0.0,False,False,0.0
CUST-0184,SMB,CH,Facility Management,7,176.48,2117.76,GPS Tracking|Digital Logbook,2,New Logo,2024-09-03,3,2025-09-27,9,37.6,28.0,13.8,20.0,27.3,Red,39.9,43.2,25,0.034,3,1.1,0,2.0,28.1,0.0,False,False,0.0
CUST-0185,SMB,DE,Logistik & Transport,16,385.7,4628.4,GPS Tracking|Digital Logbook,2,Vimcar,2022-05-27,31,2025-05-30,5,79.0,80.7,55.8,36.0,68.4,Amber,73.1,95.5,1,0.212,4,3.7,0,6.0,88.7,0.0,False,False,0.0
CUST-0186,SMB,DE,Logistik & Transport,11,304.22,3650.64,GPS Tracking|Digital Logbook,2,New Logo,2022-04-16,33,2025-03-31,3,91.5,65.4,56.8,44.0,69.6,Amber,69.8,77.8,2,0.11,2,3.5,0,8.0,63.3,0.0,True,True,3650.64
