customer_id,segment,country,industry,vehicle_count,mrr,arr,products,product_count,legacy_system,contract_start_date,tenure_months,renewal_date,months_to_renewal
CUST-0169,SMB,AT,Handwerk & Baugewerbe,3,67.52,810.24,GPS Tracking,1,New Logo,2022-12-29,24,2025-12-26,12
CUST-0170,SMB,DE,Außendienst & Vertrieb,18,440.3,5283.6,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-09-12,3,2025-09-27,9
CUST-0171,Enterprise,DE,Facility Management,305,4619.05,55428.6,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-05-03,44,2025-04-30,4
CUST-0172,Mid-Market,DE,Handwerk & Baugewerbe,45,803.76,9645.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2022-12-10,25,2025-11-26,11
CUST-0173,SMB,DE,Außendienst & Vertrieb,12,223.91,2686.92,GPS Tracking|Digital Logbook,2,New Logo,2024-05-22,7,2025-05-30,5
CUST-0174,Mid-Market,AT,Logistik & Transport,39,653.79,7845.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2021-02-26,46,2025-03-01,2
CUST-0175,Mid-Market,DE,Facility Management,42,653.96,7847.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-02-11,47,2025-01-30,1
CUST-0176,SMB,DE,Gesundheitswesen,11,304.45,3653.4,GPS Tracking|Digital Logbook,2,Vimcar,2022-09-21,27,2025-09-27,9
CUST-0177,SMB,AT,Facility Management,4,84.38,1012.56,GPS Tracking,1,Avrios,2022-10-22,26,2025-10-27,10
CUST-0178,SMB,DE,Außendienst & Vertrieb,6,148.21,1778.52,GPS Tracking|Digital Logbook,2,New Logo,2024-05-24,7,2025-05-30,5
CUST-0179,SMB,AT,Logistik & Transport,18,389.13,4669.56,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-20,25,2025-11-26,11
CUST-0180,SMB,AT,Logistik & Transport,12,329.72,3956.64,GPS Tracking|Digital Logbook,2,Vimcar,2022-03-12,34,2025-03-01,2
CUST-0181,Mid-Market,DE,Kommunaler Betrieb,30,466.2,5594.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-04-08,8,2025-04-30,4
CUST-0182,Mid-Market,DE,Facility Management,74,1492.62,17911.44,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-11-19,37,2025-11-26,11
CUST-0183,Enterprise,DE,Gesundheitswesen,397,5076.16,60913.92,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-08-23,28,2025-08-28,8
CUST-0184,SMB,CH,Facility Management,7,176.48,2117.76,GPS Tracking|Digital Logbook,2,New Logo,2024-09-03,3,2025-09-27,9
CUST-0185,SMB,DE,Logistik & Transport,16,385.7,4628.4,GPS Tracking|Digital Logbook,2,Vimcar,2022-05-27,31,2025-05-30,5
CUST-0186,SMB,DE,Logistik & Transport,11,304.22,3650.64,GPS Tracking|Digital Logbook,2,New Logo,2022-04-16,33,2025-03-31,3
CUST-0187,Enterprise,DE,Facility Management,269,4322.79,51873.48,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2021-07-22,41,2025-07-29,7
CUST-0188,SMB,AT,Logistik & Transport,14,322.41,3868.92,GPS Tracking|Digital Logbook,2,New Logo,2022-07-28,29,2025-07-29,7
CUST-0189,SMB,DE,Facility Management,6,160.38,1924.56,GPS Tracking|Digital Logbook,2,New Logo,2024-08-17,4,2025-08-28,8
CUST-0190,SMB,AT,Facility Management,19,519.52,6234.24,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-01-10,36,2025-12-26,12
CUST-0191,SMB,AT,Logistik & Transport,4,102.52,1230.24,GPS Tracking,1,New Logo,2023-05-23,19,2025-05-30,5
CUST-0192,SMB,CH,Außendienst & Vertrieb,15,283.76,3405.12,GPS Tracking|Digital Logbook,2,New Logo,2023-09-04,16,2025-08-28,8
CUST-0193,SMB,DE,Logistik & Transport,2,44.3,531.6,GPS Tracking,1,Avrios,2022-09-12,28,2025-08-28,8
CUST-0194,Enterprise,CH,Logistik & Transport,278,4994.87,59938.44,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-08-27,28,2025-08-28,8
CUST-0195,SMB,CH,Baugewerbe,12,310.97,3731.64,GPS Tracking|Digital Logbook,2,Vimcar,2024-02-24,10,2025-03-01,2
CUST-0196,Enterprise,DE,Handwerk & Baugewerbe,152,2516.06,30192.72,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-02-15,35,2025-01-30,1
CUST-0197,Mid-Market,AT,Außendienst & Vertrieb,22,369.41,4432.92,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-12-31,12,2025-12-26,12
CUST-0198,SMB,DE,Handwerk & Baugewerbe,5,128.81,1545.72,GPS Tracking|Digital Logbook,2,New Logo,2023-08-03,17,2025-07-29,7
CUST-0199,Enterprise,AT,Außendienst & Vertrieb,203,2947.35,35368.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2020-04-21,57,2025-03-31,3
CUST-0200,Mid-Market,DE,Logistik & Transport,59,1106.39,13276.68,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-04-17,45,2025-03-31,3
CUST-0201,Enterprise,CH,Baugewerbe,154,2117.14,25405.68,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-09-29,3,2025-09-27,9
CUST-0202,Enterprise,AT,Handwerk & Baugewerbe,176,2813.58,33762.96,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-04-10,8,2025-04-30,4
CUST-0203,Mid-Market,DE,Facility Management,45,950.1,11401.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-08-04,4,2025-08-28,8
CUST-0204,SMB,DE,Facility Management,10,254.73,3056.76,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-12-01,25,2025-11-26,11
CUST-0205,SMB,DE,Gesundheitswesen,9,227.96,2735.52,GPS Tracking|Digital Logbook,2,New Logo,2024-05-03,8,2025-04-30,4
CUST-0206,SMB,DE,Gesundheitswesen,12,232.01,2784.12,GPS Tracking|Digital Logbook,2,Avrios,2022-12-11,25,2025-11-26,11
CUST-0207,SMB,AT,Außendienst & Vertrieb,7,184.13,2209.56,GPS Tracking|Digital Logbook,2,New Logo,2022-04-25,32,2025-04-30,4
CUST-0208,SMB,DE,Außendienst & Vertrieb,7,182.8,2193.6,GPS Tracking|Digital Logbook,2,New Logo,2024-07-25,5,2025-07-29,7
CUST-0209,SMB,DE,Handwerk & Baugewerbe,3,62.8,753.6,GPS Tracking,1,New Logo,2024-09-03,3,2025-09-27,9
CUST-0210,Enterprise,DE,Außendienst & Vertrieb,242,4259.25,51111.0,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2021-11-12,38,2025-10-27,10
CUST-0211,SMB,DE,Handwerk & Baugewerbe,10,183.66,2203.92,GPS Tracking|Digital Logbook,2,New Logo,2023-11-06,14,2025-10-27,10
CUST-0212,Mid-Market,DE,Facility Management,76,1488.85,17866.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2023-04-22,20,2025-04-30,4
CUST-0213,SMB,DE,Außendienst & Vertrieb,15,403.42,4841.04,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-06-15,31,2025-05-30,5
CUST-0214,SMB,DE,Facility Management,12,332.85,3994.2,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-02-19,34,2025-03-01,2
CUST-0215,Enterprise,DE,Kommunaler Betrieb,346,4705.71,56468.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-04-16,8,2025-04-30,4
CUST-0216,Enterprise,DE,Facility Management,173,2642.2,31706.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-12-15,24,2025-12-26,12
CUST-0217,Mid-Market,DE,Außendienst & Vertrieb,40,724.86,8698.32,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-06-13,31,2025-05-30,5
CUST-0218,Mid-Market,AT,Außendienst & Vertrieb,43,779.59,9355.08,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-11-10,26,2025-10-27,10
CUST-0219,SMB,AT,Außendienst & Vertrieb,10,243.95,2927.4,GPS Tracking|Digital Logbook,2,Vimcar,2024-08-06,4,2025-08-28,8
CUST-0220,SMB,DE,Logistik & Transport,13,300.7,3608.4,GPS Tracking|Digital Logbook,2,New Logo,2024-01-09,11,2025-01-30,1
CUST-0221,Enterprise,DE,Gesundheitswesen,392,6298.87,75586.44,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-04-19,32,2025-04-30,4
CUST-0222,Mid-Market,DE,Logistik & Transport,44,771.54,9258.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-08-28,40,2025-08-28,8
CUST-0223,SMB,DE,Handwerk & Baugewerbe,16,439.81,5277.72,GPS Tracking|Digital Logbook,2,Avrios,2022-11-01,26,2025-10-27,10
CUST-0224,Mid-Market,DE,Gesundheitswesen,57,909.94,10919.28,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-10-12,27,2025-09-27,9
CUST-0225,SMB,DE,Logistik & Transport,10,204.96,2459.52,GPS Tracking|Digital Logbook,2,Vimcar,2024-04-13,8,2025-04-30,4
CUST-0226,Mid-Market,CH,Außendienst & Vertrieb,52,968.46,11621.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-09-08,40,2025-08-28,8
CUST-0227,SMB,DE,Außendienst & Vertrieb,16,322.33,3867.96,GPS Tracking|Digital Logbook,2,New Logo,2023-04-27,20,2025-04-30,4
CUST-0228,Enterprise,AT,Außendienst & Vertrieb,183,2330.66,27967.92,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-05-04,8,2025-04-30,4
CUST-0229,SMB,CH,Logistik & Transport,4,104.42,1253.04,GPS Tracking,1,New Logo,2023-02-16,22,2025-03-01,2
CUST-0230,Enterprise,AT,Logistik & Transport,362,5521.6,66259.2,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-01-27,23,2025-01-30,1
CUST-0231,SMB,DE,Logistik & Transport,13,300.14,3601.68,GPS Tracking|Digital Logbook,2,New Logo,2024-03-28,9,2025-03-31,3
CUST-0232,SMB,DE,Kommunaler Betrieb,9,233.13,2797.56,GPS Tracking|Digital Logbook,2,New Logo,2024-10-09,2,2025-10-27,10
CUST-0233,Mid-Market,DE,Handwerk & Baugewerbe,44,803.96,9647.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-09-29,39,2025-09-27,9
CUST-0234,Mid-Market,AT,Außendienst & Vertrieb,25,429.13,5149.56,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-02-25,34,2025-03-01,2
CUST-0235,SMB,CH,Baugewerbe,20,374.75,4497.0,GPS Tracking|Digital Logbook,2,New Logo,2023-02-21,22,2025-03-01,2
CUST-0236,SMB,CH,Facility Management,16,396.82,4761.84,GPS Tracking|Digital Logbook,2,Vimcar,2022-12-27,24,2025-12-26,12
CUST-0237,Enterprise,DE,Facility Management,147,2145.57,25746.84,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-06-11,6,2025-06-29,6
CUST-0238,SMB,AT,Facility Management,7,137.34,1648.08,GPS Tracking|Digital Logbook,2,New Logo,2023-08-28,16,2025-08-28,8
CUST-0239,Mid-Market,DE,Kommunaler Betrieb,75,1166.4,13996.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-09-26,15,2025-09-27,9
CUST-0240,Mid-Market,DE,Handwerk & Baugewerbe,38,603.3,7239.6,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-02-20,22,2025-03-01,2
CUST-0241,SMB,DE,Kommunaler Betrieb,18,439.38,5272.56,GPS Tracking|Digital Logbook,2,Avrios,2024-01-21,11,2025-01-30,1
CUST-0242,Mid-Market,DE,Kommunaler Betrieb,67,1428.04,17136.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2022-12-11,25,2025-11-26,11
CUST-0243,SMB,DE,Gesundheitswesen,3,78.76,945.12,GPS Tracking,1,Vimcar,2024-10-04,2,2025-10-27,10
CUST-0244,Enterprise,DE,Gesundheitswesen,376,5109.06,61308.72,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-07-29,17,2025-07-29,7
CUST-0245,SMB,DE,Facility Management,2,45.96,551.52,GPS Tracking,1,New Logo,2023-04-18,20,2025-04-30,4
CUST-0246,Mid-Market,AT,Handwerk & Baugewerbe,51,852.42,10229.04,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-07-24,29,2025-07-29,7
CUST-0247,SMB,DE,Logistik & Transport,3,58.74,704.88,GPS Tracking,1,Avrios,2022-08-03,29,2025-07-29,7
CUST-0248,SMB,DE,Facility Management,12,288.8,3465.6,GPS Tracking|Digital Logbook,2,New Logo,2023-03-02,22,2025-03-01,2
CUST-0249,Mid-Market,DE,Logistik & Transport,67,1468.38,17620.56,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2022-11-25,25,2025-11-26,11
CUST-0250,SMB,DE,Außendienst & Vertrieb,13,300.95,3611.4,GPS Tracking|Digital Logbook,2,New Logo,2024-04-28,8,2025-04-30,4
